Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
-22995,-18458,30130,6812,-32763,5850
-21488,-20521,28787,10280,-32444,1260
-19896,-22457,27191,13625,-31617,-3355
-18226,-24256,25354,16806,-30292,-7904
-16484,-25906,23293,19784,-28493,-12296
-14677,-27397,21026,22525,-26245,-16444
-12813,-28720,18573,24995,-23586,-20265
-10899,-29867,15957,27165,-20557,-23683
-8942,-30830,13199,29007,-17205,-26632
-6949,-31604,10325,30501,-13582,-29051
-4929,-32184,7359,31629,-9747,-30893
-2890,-32567,4329,32376,-5758,-32121
-840,-32750,1260,32734,-1679,-32712
1213,-32731,-1819,32698,2425,-32653
3262,-32512,-4883,32269,6492,-31945
5298,-32093,-7904,31452,10457,-30603
7314,-31478,-10855,30257,14259,-28653
9300,-30669,-13710,28698,17836,-26133
11250,-29672,-16444,26794,21133,-23095
13156,-28493,-19032,24568,24099,-19598
15010,-27138,-21453,22046,26686,-15711
16806,-25618,-23683,19259,28854,-11513
18535,-23940,-25705,16241,30569,-7086
20191,-22115,-27499,13028,31804,-2518
21768,-20154,-29051,9658,32540,2099
23260,-18070,-30345,6172,32766,6675
24660,-15875,-31372,2611,32476,11119
25963,-13582,-32121,-980,31677,15341
27165,-11206,-32587,-4560,30381,19259
28259,-8762,-32765,-8085,28607,22795
29243,-6263,-32653,-11513,26385,25878
30111,-3726,-32252,-14803,23748,28446
30862,-1166,-31567,-17914,20738,30450
31491,1400,-30603,-20810,17403,31849
31996,3958,-29368,-23456,13795,32615
32376,6492,-27874,-25820,9970,32734
32628,8986,-26133,-27874,5988,32202
32753,11426,-24162,-29592,1912,31030
32748,13795,-21977,-30955,-2192,29243
32615,16079,-19598,-31945,-6263,26874
32354,18264,-17046,-32551,-10236,23972
31966,20338,-14343,-32766,-14048,20593
31452,22287,-11513,-32587,-17640,16806
30814,24099,-8582,-32016,-20954,12684
30056,25763,-5574,-31060,-23940,8311
29179,27269,-2518,-29731,-26550,3773
28188,28607,560,-28044,-28743,-840
27086,29770,3633,-26020,-30484,-5436
25878,30750,6675,-23683,-31747,-9925
24568,31542,9658,-21062,-32512,-14217
23161,32140,12555,-18187,-32766,-18226
21663,32540,15341,-15093,-32506,-21873
20081,32741,17992,-11818,-31736,-25085
18419,32741,20484,-8401,-30467,-27800
16685,32540,22795,-4883,-28720,-29962
14886,32140,24904,-1306,-26522,-31529
13028,31542,26794,2285,-23908,-32470
11119,30750,28446,5850,-20918,-32766
9166,29770,29848,9345,-17600,-32411
7177,28607,30985,12727,-14006,-31412
5160,27269,31849,15957,-10192,-29790
3123,25763,32431,18994,-6217,-27575
1073,24099,32727,21803,-2145,-24813
-980,22287,32734,24350,1959,-21558
-3030,20338,32451,26604,6034,-17875
-5068,18264,31881,28539,10014,-13837
-7086,16079,31030,30130,13837,-9524
-9076,13795,29905,31359,17442,-5022
-11031,11426,28516,32210,20774,-420
-12942,8986,26874,32675,23780,4190
-14803,6492,24995,32747,26412,8717
-16605,3958,22895,32424,28630,13071
-18342,1400,20593,31713,30398,17165
-20007,-1166,18109,30619,31689,20918
-21593,-3726,15465,29158,32482,24256
-23095,-6263,12684,27346,32766,27112
-24506,-8762,9791,25205,32535,29430
-25820,-11206,6812,22761,31793,31163
-27033,-13582,3773,20044,30552,32277
-28140,-15875,700,17085,28832,32750
-29137,-18070,-2378,13921,26659,32572
-30018,-20154,-5436,10590,24067,31747
-30782,-22115,-8446,7131,21097,30292
-31425,-23940,-11382,3587,17797,28235
-31945,-25618,-14217,0,14217,25618
-32339,-27138,-16926,-3587,10413,22491
-32606,-28493,-19485,-7131,6446,18918
-32745,-29672,-21873,-10590,2378,14969
-32755,-30669,-24067,-13921,-1726,10723
-32637,-31478,-26049,-17085,-5804,6263
-32390,-32093,-27800,-20044,-9791,1679
-32016,-32512,-29306,-22761,-13625,-2937
-31516,-32731,-30552,-25205,-17244,-7496
-30893,-32750,-31529,-27346,-20593,-11905
-30148,-32567,-32227,-29158,-23619,-16079
-29285,-32184,-32641,-30619,-26273,-19933
-28306,-31604,-32766,-31713,-28516,-23391
-27217,-30830,-32601,-32424,-30310,-26385
-26020,-29867,-32149,-32747,-31629,-28854
-24721,-28720,-31412,-32675,-32451,-30750
-23326,-27397,-30398,-32210,-32764,-32036
-21838,-25906,-29115,-31359,-32562,-32685
-20265,-24256,-27575,-30130,-31849,-32685
-18612,-22457,-25791,-28539,-30636,-32036
-16886,-20521,-23780,-26604,-28942,-30750
-15093,-18458,-21558,-24350,-26794,-28854
-13242,-16282,-19146,-21803,-24225,-26385
-11338,-14006,-16565,-18994,-21276,-23391
-9390,-11644,-13837,-15957,-17992,-19933
-7405,-9211,-10987,-12727,-14427,-16079
-5390,-6721,-8040,-9345,-10634,-11905
-3355,-4190,-5022,-5850,-6675,-7496
-1306,-1633,-1959,-2285,-2611,-2937
746,933,1120,1306,1493,1679
2797,3494,4190,4883,5574,6263
4837,6034,7223,8401,9568,10723
6858,8537,10192,11818,13412,14969
8852,10987,13071,15093,17046,18918
10811,13370,15834,18187,20411,22491
12727,15670,18458,21062,23456,25618
14594,17875,20918,23683,26133,28235
16403,19970,23194,26020,28400,30292
18148,21942,25265,28044,30221,31747
19822,23780,27112,29731,31567,32572
21417,25472,28720,31060,32418,32750
22929,27007,30074,32016,32760,32277
24350,28377,31163,32587,32587,31163
25676,29572,31976,32766,31903,29430
26901,30586,32506,32551,30718,27112
28020,31412,32750,31945,29051,24256
29029,32046,32704,30955,26927,20918
29924,32482,32369,29592,24381,17165
30702,32720,31747,27874,21453,13071
31359,32756,30846,25820,18187,8717
31892,32592,29672,23456,14636,4190
32301,32227,28235,20810,10855,-420
32582,31665,26550,17914,6903,-5022
32736,30908,24629,14803,2844,-9524
32760,29962,22491,11513,-1260,-13837
32657,28832,20154,8085,-5344,-17875
32424,27525,17640,4560,-9345,-21558
32065,26049,14969,980,-13199,-24813
31579,24413,12166,-2611,-16846,-27575
30970,22627,9255,-6172,-20228,-29790
30239,20702,6263,-9658,-23293,-31412
29389,18650,3216,-13028,-25992,-32411
28423,16484,140,-16241,-28283,-32766
27346,14217,-2937,-19259,-30130,-32470
26161,11862,-5988,-22046,-31504,-31529
24874,9434,-8986,-24568,-32383,-29962
23489,6949,-11905,-26794,-32754,-27800
22012,4421,-14719,-28698,-32611,-25085
20448,1866,-17403,-30257,-31955,-21873
18803,-700,-19933,-31452,-30798,-18226
17085,-3262,-22287,-32269,-29158,-14217
15300,-5804,-24444,-32698,-27060,-9925
13455,-8311,-26385,-32734,-24537,-5436
11557,-10767,-28092,-32376,-21628,-840
9613,-13156,-29552,-31629,-18381,3773
7632,-15465,-30750,-30501,-14844,8311
5620,-17679,-31677,-29007,-11075,12684
3587,-19784,-32324,-27165,-7131,16806
1540,-21768,-32685,-24995,-3076,20593
-513,-23619,-32757,-22525,1026,23972
-2565,-25324,-32540,-19784,5114,26874
-4606,-26874,-32036,-16806,9121,29243
-6629,-28259,-31248,-13625,12985,31030
-8627,-29471,-30184,-10280,16645,32202
-10590,-30501,-28854,-6812,20044,32734
-12512,-31345,-27269,-3262,23128,32615
-14385,-31996,-25442,326,25849,31849
-16201,-32451,-23391,3912,28164,30450
-17953,-32706,-21133,7450,30037,28446
-19635,-32761,-18689,10899,31439,25878
-21240,-32615,-16079,14217,32346,22795
-22761,-32269,-13327,17363,32747,19259
-24193,-31724,-10457,20301,32632,15341
-25530,-30985,-7496,22995,32006,11119
-26767,-30056,-4467,25413,30877,6675
-27898,-28942,-1400,27525,29264,2099
-28920,-27651,1679,29306,27191,-2518
-29828,-26189,4745,30734,24691,-7086
-30619,-24568,7768,31793,21803,-11513
-31290,-22795,10723,32470,18573,-15711
-31838,-20882,13582,32756,15052,-19598
-32261,-18842,16322,32649,11294,-23095
-32557,-16685,18918,32149,7359,-26133
-32725,-14427,21346,31262,3308,-28653
-32764,-12079,23586,30000,-793,-30603
-32675,-9658,25618,28377,-4883,-31945
-32457,-7177,27423,26412,-8897,-32653
-32112,-4652,28986,24130,-12770,-32712
-31641,-2099,30292,21558,-16444,-32121
-31045,466,31331,18727,-19859,-30893
-30328,3030,32093,15670,-22962,-29051
-29491,5574,32572,12426,-25705,-26632
-28539,8085,32763,9031,-28044,-23683
-27474,10546,32664,5528,-29943,-20265
-26301,12942,32277,1959,-31372,-16444
-25025,15259,31604,-1633,-32308,-12296
-23651,17482,30652,-5206,-32738,-7904
-22184,19598,29430,-8717,-32653,-3355
-20630,21593,27947,-12123,-32055,1260
-18994,23456,26217,-15383,-30955,5850
-17284,25175,24256,-18458,-29368,10325
-15506,26740,22081,-21311,-27320,14594
-13667,28140,19710,-23908,-24844,18573
-11775,29368,17165,-26217,-21977,22184
-9836,30415,14468,-28212,-18765,25354
-7859,31276,11644,-29867,-15259,28020
-5850,31945,8717,-31163,-11513,30130
-3819,32418,5712,-32084,-7586,31641
-1773,32691,2658,-32620,-3541,32524
280,32765,-420,-32763,560,32760
2332,32637,-3494,-32512,4652,32346
4375,32308,-6538,-31871,8672,31290
6401,31782,-9524,-30846,12555,29612
8401,31060,-12426,-29450,16241,27346
10369,30148,-15218,-27701,19673,24537
12296,29051,-17875,-25618,22795,21240
14174,27775,-20375,-23227,25559,17521
15997,26329,-22694,-20557,27923,13455
17758,24721,-24813,-17640,29848,9121
19448,22962,-26713,-14510,31304,4606
21062,21062,-28377,-11206,32269,0
22593,19032,-29790,-7768,32727,-4606
24035,16886,-30939,-4236,32671,-9121
25383,14636,-31816,-653,32103,-13455
26632,12296,-32411,2937,31030,-17521
27775,9881,-32720,6492,29471,-21240
28810,7405,-32739,9970,27448,-24537
29731,4883,-32470,13327,24995,-27346
30535,2332,-31914,16524,22149,-29612
31220,-233,-31075,19523,18956,-31290
31782,-2797,-29962,22287,15465,-32346
32219,-5344,-28584,24783,11731,-32760
32529,-7859,-26954,26980,7813,-32524
32712,-10325,-25085,28854,3773,-31641
32766,-12727,-22995,30381,-326,-30130
32691,-15052,-20702,31542,-4421,-28020
32488,-17284,-18226,32324,-8446,-25354
32158,-19410,-15588,32717,-12339,-22184
31701,-21417,-12813,32717,-16038,-18573
31119,-23293,-9925,32324,-19485,-14594
30415,-25025,-6949,31542,-22627,-10325
29592,-26604,-3912,30381,-25413,-5850
28653,-28020,-840,28854,-27800,-1260
27600,-29264,2239,26980,-29751,3355
26440,-30328,5298,24783,-31234,7904
25175,-31206,8311,22287,-32227,12296
23812,-31892,11250,19523,-32715,16444
22355,-32383,14090,16524,-32688,20265
20810,-32675,16806,13327,-32149,23683
19184,-32766,19373,9970,-31105,26632
17482,-32657,21768,6492,-29572,29051
15711,-32346,23972,2937,-27575,30893
13879,-31838,25963,-653,-25145,32121
11992,-31134,27725,-4236,-22321,32712
10058,-30239,29243,-7768,-19146,32653
8085,-29158,30501,-11206,-15670,31945
6080,-27898,31491,-14510,-11949,30603
4051,-26467,32202,-17640,-8040,28653
2006,-24874,32628,-20557,-4004,26133
-46,-23128,32766,-23227,93,23095
-2099,-21240,32615,-25618,4190,19598
-4143,-19222,32176,-27701,8221,15711
-6172,-17085,31452,-29450,12123,11513
-8175,-14844,30450,-30846,15834,7086
-10147,-12512,29179,-31871,19297,2518
-12079,-10103,27651,-32512,22457,-2099
-13964,-7632,25878,-32763,25265,-6675
-15793,-5114,23876,-32620,27676,-11119
-17561,-2565,21663,-32084,29652,-15341
-19259,0,19259,-31163,31163,-19259
-20882,2565,16685,-29867,32184,-22795
-22423,5114,13964,-28212,32701,-25878
-23876,7632,11119,-26217,32704,-28446
-25235,10103,8175,-23908,32193,-30450
-26495,12512,5160,-21311,31177,-31849
-27651,14844,2099,-18458,29672,-32615
-28698,17085,-980,-15383,27701,-32734
-29632,19222,-4051,-12123,25294,-32202
-30450,21240,-7086,-8717,22491,-31030
-31148,23128,-10058,-5206,19335,-29243
-31724,24874,-12942,-1633,15875,-26874
-32176,26467,-15711,1959,12166,-23972
-32500,27898,-18342,5528,8266,-20593
-32698,29158,-20810,9031,4236,-16806
-32766,30239,-23095,12426,140,-12684
-32706,31134,-25175,15670,-3958,-8311
-32518,31838,-27033,18727,-7994,-3773
-32202,32346,-28653,21558,-11905,840
-31759,32657,-30018,24130,-15629,5436
-31192,32766,-31119,26412,-19108,9925
-30501,32675,-31945,28377,-22287,14217
-29692,32383,-32488,30000,-25115,18226
-28765,31892,-32745,31262,-27550,21873
-27725,31206,-32712,32149,-29552,25085
-26577,30328,-32390,32649,-31090,27800
-25324,29264,-31782,32756,-32140,29962
-23972,28020,-30893,32470,-32685,31529
-22525,26604,-29731,31793,-32717,32470
-20990,25025,-28306,30734,-32236,32766
-19373,23293,-26632,29306,-31248,32411
-17679,21417,-24721,27525,-29770,31412
-15916,19410,-22593,25413,-27825,29790
-14090,17284,-20265,22995,-25442,27575
-12209,15052,-17758,20301,-22660,24813
-10280,12727,-15093,17363,-19523,21558
-8311,10325,-12296,14217,-16079,17875
-6309,7859,-9390,10899,-12382,13837
-4282,5344,-6401,7450,-8491,9524
-2239,2797,-3355,3912,-4467,5022
-186,233,-280,326,-373,420
1866,-2332,2797,-3262,3726,-4190
3912,-4883,5850,-6812,7768,-8717
5942,-7405,8852,-10280,11688,-13071
7949,-9881,11775,-13625,15424,-17165
9925,-12296,14594,-16806,18918,-20918
11862,-14636,17284,-19784,22115,-24256
13752,-16886,19822,-22525,24965,-27112
15588,-19032,22184,-24995,27423,-29430
17363,-21062,24350,-27165,29450,-31163
19070,-22962,26301,-29007,31015,-32277
20702,-24721,28020,-30501,32093,-32750
22252,-26329,29491,-31629,32668,-32572
23716,-27775,30702,-32376,32729,-31747
25085,-29051,31641,-32734,32277,-30292
26357,-30148,32301,-32698,31318,-28235
27525,-31060,32675,-32269,29867,-25618
28584,-31782,32760,-31452,27947,-22491
29532,-32308,32557,-30257,25589,-18918
30363,-32637,32065,-28698,22828,-14969
31075,-32765,31290,-26794,19710,-10723
31665,-32691,30239,-24568,16282,-6263
32131,-32418,28920,-22046,12598,-1679
32470,-31945,27346,-19259,8717,2937
32682,-31276,25530,-16241,4698,7496
32765,-30415,23489,-13028,606,11905
32720,-29368,21240,-9658,-3494,16079
32546,-28140,18803,-6172,-7541,19933
32244,-26740,16201,-2611,-11469,23391
31816,-25175,13455,980,-15218,26385
31262,-23456,10590,4560,-18727,28854
30586,-21593,7632,8085,-21942,30750
29790,-19598,4606,11513,-24813,32036
28876,-17482,1540,14803,-27294,32685
27849,-15259,-1540,17914,-29347,32685
26713,-12942,-4606,20810,-30939,32036
25472,-10546,-7632,23456,-32046,30750
24130,-8085,-10590,25820,-32649,28854
22694,-5574,-13455,27874,-32739,26385
21169,-3030,-16201,29592,-32316,23391
19560,-466,-18803,30955,-31385,19933
17875,2099,-21240,31945,-29962,16079
16120,4652,-23489,32551,-28068,11905
14301,7177,-25530,32766,-25734,7496
12426,9658,-27346,32587,-22995,2937
10502,12079,-28920,32016,-19896,-1679
8537,14427,-30239,31060,-16484,-6263
6538,16685,-31290,29731,-12813,-10723
4514,18842,-32065,28044,-8942,-14969
2471,20882,-32557,26020,-4929,-18918
420,22795,-32760,23683,-840,-22491
-1633,24568,-32675,21062,3262,-25618
-3680,26189,-32301,18187,7314,-28235
-5712,27651,-31641,15093,11250,-30292
-7723,28942,-30702,11818,15010,-31747
-9702,30056,-29491,8401,18535,-32572
-11644,30985,-28020,4883,21768,-32750
-13540,31724,-26301,1306,24660,-32277
-15383,32269,-24350,-2285,27165,-31163
-17165,32615,-22184,-5850,29243,-29430
-18880,32761,-19822,-9345,30862,-27112
-20521,32706,-17284,-12727,31996,-24256
-22081,32451,-14594,-15957,32628,-20918
-23554,31996,-11775,-18994,32748,-17165
-24935,31345,-8852,-21803,32354,-13071
-26217,30501,-5850,-24350,31452,-8717
-27397,29471,-2797,-26604,30056,-4190
-28469,28259,280,-28539,28188,420
-29430,26874,3355,-30130,25878,5022
-30275,25324,6401,-31359,23161,9524
-31000,23619,9390,-32210,20081,13837
-31604,21768,12296,-32675,16685,17875
-32084,19784,15093,-32747,13028,21558
-32438,17679,17758,-32424,9166,24813
-32664,15465,20265,-31713,5160,27575
-32762,13156,22593,-30619,1073,29790
-32731,10767,24721,-29158,-3030,31412
-32572,8311,26632,-27346,-7086,32411
-32285,5804,28306,-25205,-11031,32766
-31871,3262,29731,-22761,-14803,32470
-31331,700,30893,-20044,-18342,31529
-30669,-1866,31782,-17085,-21593,29962
-29886,-4421,32390,-13921,-24506,27800
-28986,-6949,32712,-10590,-27033,25085
-27971,-9434,32745,-7131,-29137,21873
-26847,-11862,32488,-3587,-30782,18226
-25618,-14217,31945,0,-31945,14217
-24288,-16484,31119,3587,-32606,9925
-22862,-18650,30018,7131,-32755,5436
-21346,-20702,28653,10590,-32390,840
-19747,-22627,27033,13921,-31516,-3773
-18070,-24413,25175,17085,-30148,-8311
-16322,-26049,23095,20044,-28306,-12684
-14510,-27525,20810,22761,-26020,-16806
-12641,-28832,18342,25205,-23326,-20593
-10723,-29962,15711,27346,-20265,-23972
-8762,-30908,12942,29158,-16886,-26874
-6766,-31665,10058,30619,-13242,-29243
-4745,-32227,7086,31713,-9390,-31030
-2704,-32592,4051,32424,-5390,-32202
-653,-32756,980,32747,-1306,-32734
1400,-32720,-2099,32675,2797,-32615
3448,-32482,-5160,32210,6858,-31849
5482,-32046,-8175,31359,10811,-30450
7496,-31412,-11119,30130,14594,-28446
9479,-30586,-13964,28539,18148,-25878
11426,-29572,-16685,26604,21417,-22795
13327,-28377,-19259,24350,24350,-19259
15176,-27007,-21663,21803,26901,-15341
16966,-25472,-23876,18994,29029,-11119
18689,-23780,-25878,15957,30702,-6675
20338,-21942,-27651,12727,31892,-2099
21908,-19970,-29179,9345,32582,2518
23391,-17875,-30450,5850,32760,7086
24783,-15670,-31452,2285,32424,11513
26077,-13370,-32176,-1306,31579,15711
27269,-10987,-32615,-4883,30239,19598
28353,-8537,-32766,-8401,28423,23095
29326,-6034,-32628,-11818,26161,26133
30184,-3494,-32202,-15093,23489,28653
30924,-933,-31491,-18187,20448,30603
31542,1633,-30501,-21062,17085,31945
32036,4190,-29243,-23683,13455,32653
32404,6721,-27725,-26020,9613,32712
32645,9211,-25963,-28044,5620,32121
32757,11644,-23972,-29731,1540,30893
32741,14006,-21768,-31060,-2565,29051
32597,16282,-19373,-32016,-6629,26632
32324,18458,-16806,-32587,-10590,23683
31924,20521,-14090,-32766,-14385,20265
31399,22457,-11250,-32551,-17953,16444
30750,24256,-8311,-31945,-21240,12296
29981,25906,-5298,-30955,-24193,7904
29094,27397,-2239,-29592,-26767,3355
28092,28720,840,-27874,-28920,-1260
26980,29867,3912,-25820,-30619,-5850
25763,30830,6949,-23456,-31838,-10325
24444,31604,9925,-20810,-32557,-14594
23029,32184,12813,-17914,-32764,-18573
21523,32567,15588,-14803,-32457,-22184
19933,32750,18226,-11513,-31641,-25354
18264,32731,20702,-8085,-30328,-28020
16524,32512,22995,-4560,-28539,-30130
14719,32093,25085,-980,-26301,-31641
12856,31478,26954,2611,-23651,-32524
10943,30669,28584,6172,-20630,-32760
8986,29672,29962,9658,-17284,-32346
6995,28493,31075,13028,-13667,-31290
4975,27138,31914,16241,-9836,-29612
2937,25618,32470,19259,-5850,-27346
886,23940,32739,22046,-1773,-24537
-1166,22115,32720,24568,2332,-21240
-3216,20154,32411,26794,6401,-17521
-5252,18070,31816,28698,10369,-13455
-7268,15875,30939,30257,14174,-9121
-9255,13582,29790,31452,17758,-4606
-11206,11206,28377,32269,21062,0
-13113,8762,26713,32698,24035,4606
-14969,6263,24813,32734,26632,9121
-16766,3726,22694,32376,28810,13455
-18496,1166,20375,31629,30535,17521
-20154,-1400,17875,30501,31782,21240
-21733,-3958,15218,29007,32529,24537
-23227,-6492,12426,27165,32766,27346
-24629,-8986,9524,24995,32488,29612
-25935,-11426,6538,22525,31701,31290
-27138,-13795,3494,19784,30415,32346
-28235,-16079,420,16806,28653,32760
-29222,-18264,-2658,13625,26440,32524
-30093,-20338,-5712,10280,23812,31641
-30846,-22287,-8717,6812,20810,30130
-31478,-24099,-11644,3262,17482,28020
-31986,-25763,-14468,-326,13879,25354
-32369,-27269,-17165,-3912,10058,22184
-32624,-28607,-19710,-7450,6080,18573
-32751,-29770,-22081,-10899,2006,14594
-32750,-30750,-24256,-14217,-2099,10325
-32620,-31542,-26217,-17363,-6172,5850
-32361,-32140,-27947,-20301,-10147,1260
-31976,-32540,-29430,-22995,-13964,-3355
-31465,-32741,-30652,-25413,-17561,-7904
-30830,-32741,-31604,-27525,-20882,-12296
-30074,-32540,-32277,-29306,-23876,-16444
-29200,-32140,-32664,-30734,-26495,-20265
-28212,-31542,-32763,-31793,-28698,-23683
-27112,-30750,-32572,-32470,-30450,-26632
-25906,-29770,-32093,-32756,-31724,-29051
-24598,-28607,-31331,-32649,-32500,-30893
-23194,-27269,-30292,-32149,-32766,-32121
-21698,-25763,-28986,-31262,-32518,-32712
-20118,-24099,-27423,-30000,-31759,-32653
-18458,-22287,-25618,-28377,-30501,-31945
-16725,-20338,-23586,-26412,-28765,-30603
-14927,-18264,-21346,-24130,-26577,-28653
-13071,-16079,-18918,-21558,-23972,-26133
-11163,-13795,-16322,-18727,-20990,-23095
-9211,-11426,-13582,-15670,-17679,-19598
-7223,-8986,-10723,-12426,-14090,-15711
-5206,-6492,-7768,-9031,-10280,-11513
-3169,-3958,-4745,-5528,-6309,-7086
-1120,-1400,-1679,-1959,-2239,-2518
933,1166,1400,1633,1866,2099
2983,3726,4467,5206,5942,6675
5022,6263,7496,8717,9925,11119
7040,8762,10457,12123,13752,15341
9031,11206,13327,15383,17363,19259
10987,13582,16079,18458,20702,22795
12899,15875,18689,21311,23716,25878
14761,18070,21133,23908,26357,28446
16565,20154,23391,26217,28584,30450
18303,22115,25442,28212,30363,31849
19970,23940,27269,29867,31665,32615
21558,25618,28854,31163,32470,32734
