Ch1,Ch2
-32620,-31542
-32361,-32140
-31976,-32540
-31465,-32741
-30830,-32741
-30074,-32540
-29200,-32140
-28212,-31542
-27112,-30750
-25906,-29770
-24598,-28607
-23194,-27269
-21698,-25763
-20118,-24099
-18458,-22287
-16725,-20338
-14927,-18264
-13071,-16079
-11163,-13795
-9211,-11426
-7223,-8986
-5206,-6492
-3169,-3958
-1120,-1400
933,1166
2983,3726
5022,6263
7040,8762
9031,11206
10987,13582
12899,15875
14761,18070
16565,20154
18303,22115
19970,23940
21558,25618
23062,27138
24475,28493
25791,29672
27007,30669
28116,31478
29115,32093
30000,32512
30766,32731
31412,32750
31935,32567
32331,32184
32601,31604
32743,30830
32756,29867
32641,28720
32397,27397
32026,25906
31529,24256
30908,22457
30166,20521
29306,18458
28330,16282
27243,14006
26049,11644
24752,9211
23358,6721
21873,4190
20301,1633
18650,-933
16926,-3494
15135,-6034
13284,-8537
11382,-10987
9434,-13370
7450,-15670
5436,-17875
3401,-19970
1353,-21942
-700,-23780
-2751,-25472
-4791,-27007
-6812,-28377
-8807,-29572
-10767,-30586
-12684,-31412
-14552,-32046
-16363,-32482
-18109,-32720
-19784,-32756
-21382,-32592
-22895,-32227
-24319,-31665
-25647,-30908
-26874,-29962
-27996,-28832
-29007,-27525
-29905,-26049
-30685,-24413
-31345,-22627
-31881,-20702
-32293,-18650
-32577,-16484
-32734,-14217
-32761,-11862
-32660,-9434
-32431,-6949
-32075,-4421
-31592,-1866
-30985,700
-30257,3262
-29409,5804
-28446,8311
-27372,10767
-26189,13156
-24904,15465
-23521,17679
-22046,19784
-20484,21768
-18842,23619
-17125,25324
-15341,26874
-13497,28259
-11600,29471
-9658,30501
-7677,31345
-5666,31996
-3633,32451
-1586,32706
466,32761
2518,32615
4560,32269
6584,31724
8582,30985
10546,30056
12469,28942
14343,27651
16160,26189
17914,24568
19598,22795
21204,20882
22728,18842
24162,16685
25501,14427
26740,12079
27874,9658
28898,7177
29809,4652
30603,2099
31276,-466
31827,-3030
32252,-5574
32551,-8085
32722,-10546
32765,-12942
32678,-15259
32464,-17482
32121,-19598
31653,-21593
31060,-23456
30345,-25175
29511,-26740
28561,-28140
27499,-29368
26329,-30415
25055,-31276
23683,-31945
22218,-32418
20666,-32691
19032,-32765
17324,-32637
15547,-32308
13710,-31782
11818,-31060
9881,-30148
7904,-29051
5896,-27775
3865,-26329
1819,-24721
-233,-22962
-2285,-21062
-4329,-19032
-6355,-16886
-8356,-14636
-10325,-12296
-12253,-9881
-14132,-7405
-15957,-4883
-17718,-2332
-19410,233
-21026,2797
-22559,5344
-24004,7859
-25354,10325
-26604,12727
-27750,15052
-28787,17284
-29711,19410
-30518,21417
-31206,23293
-31770,25025
-32210,26604
-32524,28020
-32709,29264
-32766,30328
-32695,31206
-32494,31892
-32167,32383
-31713,32675
-31134,32766
-30433,32657
-29612,32346
-28675,31838
-27626,31134
-26467,30239
-25205,29158
-23844,27898
-22389,26467
-20846,24874
-19222,23128
-17521,21240
-15752,19222
-13921,17085
-12036,14844
-10103,12512
-8130,10103
-6126,7632
-4097,5114
-2052,2565
0,0
2052,-2565
4097,-5114
6126,-7632
8130,-10103
10103,-12512
12036,-14844
13921,-17085
15752,-19222
17521,-21240
19222,-23128
20846,-24874
22389,-26467
23844,-27898
25205,-29158
26467,-30239
27626,-31134
28675,-31838
29612,-32346
30433,-32657
31134,-32766
31713,-32675
32167,-32383
32494,-31892
32695,-31206
32766,-30328
32709,-29264
32524,-28020
32210,-26604
31770,-25025
31206,-23293
30518,-21417
29711,-19410
28787,-17284
27750,-15052
26604,-12727
25354,-10325
24004,-7859
22559,-5344
21026,-2797
19410,-233
17718,2332
15957,4883
14132,7405
12253,9881
10325,12296
8356,14636
6355,16886
4329,19032
2285,21062
233,22962
-1819,24721
-3865,26329
-5896,27775
-7904,29051
-9881,30148
-11818,31060
-13710,31782
-15547,32308
-17324,32637
-19032,32765
-20666,32691
-22218,32418
-23683,31945
-25055,31276
-26329,30415
-27499,29368
-28561,28140
-29511,26740
-30345,25175
-31060,23456
-31653,21593
-32121,19598
-32464,17482
-32678,15259
-32765,12942
-32722,10546
-32551,8085
-32252,5574
-31827,3030
-31276,466
-30603,-2099
-29809,-4652
-28898,-7177
-27874,-9658
-26740,-12079
-25501,-14427
-24162,-16685
-22728,-18842
-21204,-20882
-19598,-22795
-17914,-24568
-16160,-26189
-14343,-27651
-12469,-28942
-10546,-30056
-8582,-30985
-6584,-31724
-4560,-32269
-2518,-32615
-466,-32761
1586,-32706
3633,-32451
5666,-31996
7677,-31345
9658,-30501
11600,-29471
13497,-28259
15341,-26874
17125,-25324
18842,-23619
20484,-21768
22046,-19784
23521,-17679
24904,-15465
26189,-13156
27372,-10767
28446,-8311
29409,-5804
30257,-3262
30985,-700
31592,1866
32075,4421
32431,6949
32660,9434
32761,11862
32734,14217
32577,16484
32293,18650
31881,20702
31345,22627
30685,24413
29905,26049
29007,27525
27996,28832
26874,29962
25647,30908
24319,31665
22895,32227
21382,32592
19784,32756
18109,32720
16363,32482
14552,32046
12684,31412
10767,30586
8807,29572
6812,28377
4791,27007
2751,25472
700,23780
-1353,21942
-3401,19970
-5436,17875
-7450,15670
-9434,13370
-11382,10987
-13284,8537
-15135,6034
-16926,3494
-18650,933
-20301,-1633
-21873,-4190
-23358,-6721
-24752,-9211
-26049,-11644
-27243,-14006
-28330,-16282
-29306,-18458
-30166,-20521
-30908,-22457
-31529,-24256
-32026,-25906
-32397,-27397
-32641,-28720
-32756,-29867
-32743,-30830
-32601,-31604
-32331,-32184
-31935,-32567
-31412,-32750
-30766,-32731
-30000,-32512
-29115,-32093
-28116,-31478
-27007,-30669
-25791,-29672
-24475,-28493
-23062,-27138
-21558,-25618
-19970,-23940
-18303,-22115
-16565,-20154
-14761,-18070
-12899,-15875
-10987,-13582
-9031,-11206
-7040,-8762
-5022,-6263
-2983,-3726
-933,-1166
1120,1400
3169,3958
5206,6492
7223,8986
9211,11426
11163,13795
13071,16079
14927,18264
16725,20338
18458,22287
20118,24099
21698,25763
23194,27269
24598,28607
25906,29770
27112,30750
28212,31542
29200,32140
30074,32540
30830,32741
31465,32741
31976,32540
32361,32140
32620,31542
32750,30750
32751,29770
32624,28607
32369,27269
31986,25763
31478,24099
30846,22287
30093,20338
29222,18264
28235,16079
27138,13795
25935,11426
24629,8986
23227,6492
21733,3958
20154,1400
18496,-1166
16766,-3726
14969,-6263
13113,-8762
11206,-11206
9255,-13582
7268,-15875
5252,-18070
3216,-20154
1166,-22115
-886,-23940
-2937,-25618
-4975,-27138
-6995,-28493
-8986,-29672
-10943,-30669
-12856,-31478
-14719,-32093
-16524,-32512
-18264,-32731
-19933,-32750
-21523,-32567
-23029,-32184
-24444,-31604
-25763,-30830
-26980,-29867
-28092,-28720
-29094,-27397
-29981,-25906
-30750,-24256
-31399,-22457
-31924,-20521
-32324,-18458
-32597,-16282
-32741,-14006
-32757,-11644
-32645,-9211
-32404,-6721
-32036,-4190
-31542,-1633
-30924,933
-30184,3494
-29326,6034
-28353,8537
-27269,10987
-26077,13370
-24783,15670
-23391,17875
-21908,19970
-20338,21942
-18689,23780
-16966,25472
-15176,27007
-13327,28377
-11426,29572
-9479,30586
-7496,31412
-5482,32046
-3448,32482
-1400,32720
653,32756
2704,32592
4745,32227
6766,31665
8762,30908
10723,29962
12641,28832
14510,27525
16322,26049
18070,24413
19747,22627
21346,20702
22862,18650
24288,16484
25618,14217
26847,11862
27971,9434
28986,6949
29886,4421
30669,1866
31331,-700
31871,-3262
32285,-5804
32572,-8311
32731,-10767
32762,-13156
32664,-15465
32438,-17679
32084,-19784
31604,-21768
31000,-23619
30275,-25324
29430,-26874
28469,-28259
27397,-29471
26217,-30501
24935,-31345
23554,-31996
22081,-32451
20521,-32706
18880,-32761
17165,-32615
15383,-32269
13540,-31724
11644,-30985
9702,-30056
7723,-28942
5712,-27651
3680,-26189
1633,-24568
-420,-22795
-2471,-20882
-4514,-18842
-6538,-16685
-8537,-14427
-10502,-12079
-12426,-9658
-14301,-7177
-16120,-4652
-17875,-2099
-19560,466
-21169,3030
-22694,5574
-24130,8085
-25472,10546
-26713,12942
-27849,15259
-28876,17482
-29790,19598
-30586,21593
-31262,23456
-31816,25175
-32244,26740
-32546,28140
-32720,29368
-32765,30415
-32682,31276
-32470,31945
-32131,32418
-31665,32691
-31075,32765
-30363,32637
-29532,32308
-28584,31782
-27525,31060
-26357,30148
-25085,29051
-23716,27775
-22252,26329
-20702,24721
-19070,22962
-17363,21062
-15588,19032
-13752,16886
-11862,14636
-9925,12296
-7949,9881
-5942,7405
-3912,4883
-1866,2332
186,-233
2239,-2797
4282,-5344
6309,-7859
8311,-10325
10280,-12727
12209,-15052
14090,-17284
15916,-19410
17679,-21417
19373,-23293
20990,-25025
22525,-26604
23972,-28020
25324,-29264
26577,-30328
27725,-31206
28765,-31892
29692,-32383
30501,-32675
31192,-32766
31759,-32657
32202,-32346
32518,-31838
32706,-31134
32766,-30239
32698,-29158
32500,-27898
32176,-26467
31724,-24874
31148,-23128
30450,-21240
29632,-19222
28698,-17085
27651,-14844
26495,-12512
25235,-10103
23876,-7632
22423,-5114
20882,-2565
19259,0
17561,2565
15793,5114
13964,7632
12079,10103
10147,12512
8175,14844
6172,17085
4143,19222
2099,21240
46,23128
-2006,24874
-4051,26467
-6080,27898
-8085,29158
-10058,30239
-11992,31134
-13879,31838
-15711,32346
-17482,32657
-19184,32766
-20810,32675
-22355,32383
-23812,31892
-25175,31206
-26440,30328
-27600,29264
-28653,28020
-29592,26604
-30415,25025
-31119,23293
-31701,21417
-32158,19410
-32488,17284
-32691,15052
-32766,12727
-32712,10325
-32529,7859
-32219,5344
-31782,2797
-31220,233
-30535,-2332
-29731,-4883
-28810,-7405
-27775,-9881
-26632,-12296
-25383,-14636
-24035,-16886
-22593,-19032
-21062,-21062
-19448,-22962
-17758,-24721
-15997,-26329
-14174,-27775
-12296,-29051
-10369,-30148
-8401,-31060
-6401,-31782
-4375,-32308
-2332,-32637
-280,-32765
1773,-32691
3819,-32418
5850,-31945
7859,-31276
9836,-30415
11775,-29368
13667,-28140
15506,-26740
17284,-25175
18994,-23456
20630,-21593
22184,-19598
23651,-17482
25025,-15259
26301,-12942
27474,-10546
28539,-8085
29491,-5574
30328,-3030
31045,-466
31641,2099
32112,4652
32457,7177
32675,9658
32764,12079
32725,14427
32557,16685
32261,18842
31838,20882
31290,22795
30619,24568
29828,26189
28920,27651
27898,28942
26767,30056
25530,30985
24193,31724
22761,32269
21240,32615
19635,32761
17953,32706
16201,32451
14385,31996
12512,31345
10590,30501
8627,29471
6629,28259
4606,26874
2565,25324
513,23619
-1540,21768
-3587,19784
-5620,17679
-7632,15465
-9613,13156
-11557,10767
-13455,8311
-15300,5804
-17085,3262
-18803,700
-20448,-1866
-22012,-4421
-23489,-6949
-24874,-9434
-26161,-11862
-27346,-14217
-28423,-16484
-29389,-18650
-30239,-20702
-30970,-22627
-31579,-24413
-32065,-26049
-32424,-27525
-32657,-28832
-32760,-29962
-32736,-30908
-32582,-31665
-32301,-32227
-31892,-32592
-31359,-32756
-30702,-32720
-29924,-32482
-29029,-32046
-28020,-31412
-26901,-30586
-25676,-29572
-24350,-28377
-22929,-27007
-21417,-25472
-19822,-23780
-18148,-21942
-16403,-19970
-14594,-17875
-12727,-15670
-10811,-13370
-8852,-10987
-6858,-8537
-4837,-6034
-2797,-3494
-746,-933
1306,1633
3355,4190
5390,6721
7405,9211
9390,11644
11338,14006
13242,16282
15093,18458
16886,20521
18612,22457
20265,24256
21838,25906
23326,27397
24721,28720
26020,29867
27217,30830
28306,31604
29285,32184
30148,32567
30893,32750
31516,32731
32016,32512
32390,32093
32637,31478
32755,30669
32745,29672
32606,28493
32339,27138
31945,25618
31425,23940
30782,22115
30018,20154
29137,18070
28140,15875
27033,13582
25820,11206
24506,8762
23095,6263
21593,3726
20007,1166
18342,-1400
16605,-3958
14803,-6492
12942,-8986
11031,-11426
9076,-13795
7086,-16079
5068,-18264
3030,-20338
980,-22287
-1073,-24099
-3123,-25763
-5160,-27269
-7177,-28607
-9166,-29770
-11119,-30750
-13028,-31542
-14886,-32140
-16685,-32540
-18419,-32741
-20081,-32741
-21663,-32540
-23161,-32140
-24568,-31542
-25878,-30750
-27086,-29770
-28188,-28607
-29179,-27269
-30056,-25763
-30814,-24099
-31452,-22287
-31966,-20338
-32354,-18264
-32615,-16079
-32748,-13795
-32753,-11426
-32628,-8986
-32376,-6492
-31996,-3958
-31491,-1400
-30862,1166
-30111,3726
-29243,6263
-28259,8762
-27165,11206
-25963,13582
-24660,15875
-23260,18070
-21768,20154
-20191,22115
-18535,23940
-16806,25618
-15010,27138
-13156,28493
-11250,29672
-9300,30669
-7314,31478
-5298,32093
-3262,32512
-1213,32731
840,32750
2890,32567
4929,32184
6949,31604
8942,30830
10899,29867
12813,28720
14677,27397
16484,25906
18226,24256
19896,22457
21488,20521
22995,18458
24413,16282
25734,14006
26954,11644
28068,9211
29072,6721
29962,4190
30734,1633
31385,-933
31914,-3494
32316,-6034
32592,-8537
32739,-10987
32759,-13370
32649,-15670
32411,-17875
32046,-19970
31554,-21942
30939,-23780
30203,-25472
29347,-27007
28377,-28377
27294,-29572
26105,-30586
24813,-31412
23424,-32046
21942,-32482
20375,-32720
18727,-32756
17006,-32592
15218,-32227
13370,-31665
11469,-30908
9524,-29962
7541,-28832
5528,-27525
3494,-26049
1446,-24413
-606,-22627
-2658,-20702
-4698,-18650
-6721,-16484
-8717,-14217
-10678,-11862
-12598,-9434
-14468,-6949
-16282,-4421
-18031,-1866
-19710,700
-21311,3262
-22828,5804
-24256,8311
-25589,10767
-26821,13156
-27947,15465
-28964,17679
-29867,19784
-30652,21768
-31318,23619
-31860,25324
-32277,26874
-32567,28259
-32729,29471
-32763,30501
-32668,31345
-32444,31996
-32093,32451
-31617,32706
-31015,32761
-30292,32615
-29450,32269
-28493,31724
-27423,30985
-26245,30056
-24965,28942
-23586,27651
-22115,26189
-20557,24568
-18918,22795
-17205,20882
-15424,18842
-13582,16685
-11688,14427
-9747,12079
-7768,9658
-5758,7177
-3726,4652
-1679,2099
373,-466
2425,-3030
4467,-5574
6492,-8085
8491,-10546
10457,-12942
12382,-15259
14259,-17482
16079,-19598
17836,-21593
19523,-23456
21133,-25175
22660,-26740
24099,-28140
25442,-29368
26686,-30415
27825,-31276
28854,-31945
29770,-32418
30569,-32691
31248,-32765
31804,-32637
32236,-32308
32540,-31782
32717,-31060
32766,-30148
32685,-29051
32476,-27775
32140,-26329
31677,-24721
31090,-22962
30381,-21062
29552,-19032
28607,-16886
27550,-14636
26385,-12296
25115,-9881
23748,-7405
22287,-4883
20738,-2332
19108,233
17403,2797
15629,5344
13795,7859
11905,10325
9970,12727
7994,15052
5988,17284
3958,19410
1912,21417
-140,23293
-2192,25025
-4236,26604
-6263,28020
-8266,29264
-10236,30328
-12166,31206
-14048,31892
-15875,32383
-17640,32675
-19335,32766
-20954,32657
-22491,32346
-23940,31838
-25294,31134
-26550,30239
-27701,29158
-28743,27898
-29672,26467
-30484,24874
-31177,23128
-31747,21240
-32193,19222
-32512,17085
-32704,14844
-32766,12512
-32701,10103
-32506,7632
-32184,5114
-31736,2565
-31163,0
-30467,-2565
-29652,-5114
-28720,-7632
-27676,-10103
-26522,-12512
-25265,-14844
-23908,-17085
-22457,-19222
-20918,-21240
-19297,-23128
-17600,-24874
-15834,-26467
-14006,-27898
-12123,-29158
-10192,-30239
-8221,-31134
-6217,-31838
-4190,-32346
-2145,-32657
-93,-32766
1959,-32675
4004,-32383
6034,-31892
8040,-31206
10014,-30328
11949,-29264
13837,-28020
15670,-26604
17442,-25025
19146,-23293
20774,-21417
22321,-19410
23780,-17284
25145,-15052
26412,-12727
27575,-10325
28630,-7859
29572,-5344
30398,-2797
31105,-233
31689,2332
32149,4883
32482,7405
32688,9881
32766,12296
32715,14636
32535,16886
32227,19032
31793,21062
31234,22962
30552,24721
29751,26329
28832,27775
27800,29051
26659,30148
25413,31060
24067,31782
22627,32308
21097,32637
19485,32765
17797,32691
16038,32418
14217,31945
12339,31276
10413,30415
8446,29368
6446,28140
4421,26740
2378,25175
326,23456
-1726,21593
-3773,19598
-5804,17482
-7813,15259
-9791,12942
-11731,10546
-13625,8085
-15465,5574
-17244,3030
-18956,466
-20593,-2099
-22149,-4652
-23619,-7177
-24995,-9658
-26273,-12079
-27448,-14427
-28516,-16685
-29471,-18842
-30310,-20882
-31030,-22795
-31629,-24568
-32103,-26189
-32451,-27651
-32671,-28942
-32764,-30056
-32727,-30985
-32562,-31724
-32269,-32269
-31849,-32615
-31304,-32761
-30636,-32706
-29848,-32451
-28942,-31996
-27923,-31345
-26794,-30501
-25559,-29471
-24225,-28259
-22795,-26874
-21276,-25324
-19673,-23619
-17992,-21768
-16241,-19784
-14427,-17679
-12555,-15465
-10634,-13156
-8672,-10767
-6675,-8311
-4652,-5804
-2611,-3262
-560,-700
1493,1866
3541,4421
5574,6949
7586,9434
9568,11862
11513,14217
13412,16484
15259,18650
17046,20702
18765,22627
20411,24413
21977,26049
23456,27525
24844,28832
26133,29962
27320,30908
28400,31665
29368,32227
30221,32592
30955,32756
31567,32720
32055,32482
32418,32046
32653,31412
32760,30586
32738,29572
32587,28377
32308,27007
31903,25472
31372,23780
30718,21942
29943,19970
29051,17875
28044,15670
26927,13370
25705,10987
24381,8537
22962,6034
21453,3494
19859,933
18187,-1633
16444,-4190
14636,-6721
12770,-9211
10855,-11644
8897,-14006
6903,-16282
4883,-18458
2844,-20521
793,-22457
-1260,-24256
-3308,-25906
-5344,-27397
-7359,-28720
-9345,-29867
-11294,-30830
-13199,-31604
-15052,-32184
-16846,-32567
-18573,-32750
-20228,-32731
-21803,-32512
-23293,-32093
-24691,-31478
-25992,-30669
-27191,-29672
-28283,-28493
-29264,-27138
-30130,-25618
-30877,-23940
-31504,-22115
-32006,-20154
-32383,-18070
-32632,-15875
-32754,-13582
-32747,-11206
-32611,-8762
-32346,-6263
-31955,-3726
-31439,-1166
-30798,1400
-30037,3958
-29158,6492
-28164,8986
-27060,11426
-25849,13795
-24537,16079
-23128,18264
-21628,20338
-20044,22287
-18381,24099
-16645,25763
-14844,27269
-12985,28607
-11075,29770
-9121,30750
-7131,31542
-5114,32140
-3076,32540
-1026,32741
1026,32741
3076,32540
5114,32140
7131,31542
9121,30750
11075,29770
12985,28607
14844,27269
16645,25763
18381,24099
20044,22287
21628,20338
23128,18264
24537,16079
25849,13795
27060,11426
28164,8986
29158,6492
30037,3958
30798,1400
31439,-1166
31955,-3726
32346,-6263
32611,-8762
32747,-11206
32754,-13582
32632,-15875
32383,-18070
32006,-20154
31504,-22115
30877,-23940
30130,-25618
29264,-27138
28283,-28493
27191,-29672
25992,-30669
24691,-31478
23293,-32093
21803,-32512
20228,-32731
18573,-32750
16846,-32567
15052,-32184
13199,-31604
11294,-30830
9345,-29867
7359,-28720
5344,-27397
3308,-25906
1260,-24256
-793,-22457
-2844,-20521
-4883,-18458
-6903,-16282
-8897,-14006
-10855,-11644
-12770,-9211
-14636,-6721
-16444,-4190
-18187,-1633
-19859,933
-21453,3494
-22962,6034
-24381,8537
-25705,10987
-26927,13370
-28044,15670
-29051,17875
-29943,19970
-30718,21942
-31372,23780
-31903,25472
-32308,27007
-32587,28377
-32738,29572
-32760,30586
-32653,31412
-32418,32046
-32055,32482
-31567,32720
-30955,32756
-30221,32592
-29368,32227
-28400,31665
-27320,30908
-26133,29962
-24844,28832
-23456,27525
-21977,26049
-20411,24413
-18765,22627
-17046,20702
-15259,18650
-13412,16484
-11513,14217
-9568,11862
-7586,9434
-5574,6949
-3541,4421
-1493,1866
560,-700
2611,-3262
4652,-5804
6675,-8311
8672,-10767
10634,-13156
12555,-15465
14427,-17679
16241,-19784
17992,-21768
19673,-23619
21276,-25324
22795,-26874
24225,-28259
25559,-29471
26794,-30501
27923,-31345
28942,-31996
29848,-32451
30636,-32706
31304,-32761
31849,-32615
32269,-32269
32562,-31724
32727,-30985
32764,-30056
32671,-28942
32451,-27651
32103,-26189
31629,-24568
31030,-22795
30310,-20882
29471,-18842
28516,-16685
27448,-14427
26273,-12079
24995,-9658
23619,-7177
22149,-4652
20593,-2099
18956,466
17244,3030
15465,5574
13625,8085
11731,10546
9791,12942
7813,15259
5804,17482
3773,19598
1726,21593
-326,23456
-2378,25175
-4421,26740
-6446,28140
-8446,29368
-10413,30415
-12339,31276
-14217,31945
-16038,32418
-17797,32691
-19485,32765
-21097,32637
-22627,32308
-24067,31782
-25413,31060
-26659,30148
-27800,29051
-28832,27775
-29751,26329
-30552,24721
-31234,22962
-31793,21062
-32227,19032
-32535,16886
-32715,14636
-32766,12296
-32688,9881
-32482,7405
-32149,4883
-31689,2332
-31105,-233
-30398,-2797
-29572,-5344
-28630,-7859
-27575,-10325
-26412,-12727
-25145,-15052
-23780,-17284
-22321,-19410
-20774,-21417
-19146,-23293
-17442,-25025
-15670,-26604
-13837,-28020
-11949,-29264
-10014,-30328
-8040,-31206
-6034,-31892
-4004,-32383
-1959,-32675
93,-32766
2145,-32657
4190,-32346
6217,-31838
8221,-31134
10192,-30239
12123,-29158
14006,-27898
15834,-26467
17600,-24874
19297,-23128
20918,-21240
22457,-19222
23908,-17085
25265,-14844
26522,-12512
27676,-10103
28720,-7632
29652,-5114
30467,-2565
31163,0
31736,2565
32184,5114
32506,7632
32701,10103
32766,12512
32704,14844
32512,17085
32193,19222
31747,21240
31177,23128
30484,24874
29672,26467
28743,27898
27701,29158
26550,30239
25294,31134
23940,31838
22491,32346
20954,32657
19335,32766
17640,32675
15875,32383
14048,31892
12166,31206
10236,30328
8266,29264
6263,28020
